,0
49716,16.7 percent
49717,4.1 percent
49718,11.8 percent
49719,14.0 percent
49720,17.6 percent
49721,1.1 percent
49722,2.8 percent
49723,0.4 percent
49724,4.2 percent
49725,8.7 percent
49726,14.8 percent
49727,12.0 percent
49728,22.1 percent
49729,2.1 percent
49730,1.7 percent
49731,2.1 percent
49732,1.5 percent
49733,0.57 percent
49734,1.52 percent
49735,1.9 percent
49736,1.8 percent
49737,1.2 percent
49738,3.1 percent
49739,1.3 percent
49740,2.5 percent
49741,5.5 percent
49742,10 percent
49743,3.93 percent
49744,4.46 percent
49745,12.1 percent
49746,25.4 percent
49747,38.1 percent
49748,77 percent
49749,1.4 percent
49750,30 percent
49751,71 percent
49752,66 percent
49753,7.2 percent
49754,6.3 percent
49755,3.9 percent
49756,0.3 percent
49757,0.3 percent
49758,1.7 percent
49759,0.5 percent
49760,7.6 percent
49761,2.67 percent
49762,6.5 percent
49763,90 percent
49764,27 percent
49765,62 percent
49766,5.63 percent
49767,0.8 percent
49768,59 percent
49769,61 percent
49770,28 percent
49771,1.85 percent
49772,15.6 percent
49773,7.5 percent
49774,6.16 percent
49775,11.62 percent
49776,3-4 percent
49777,4.96 percent
49778,30 percent
49779,30 percent
49780,11.8 percent
49781,20 percent
49782,1.1 percent
49783,7.4 percent
49784,7.1 percent
49785,11.8 percent
49786,20 percent
49787,2.3 percent
49788,23 percent
49789,27 percent
49790,47 percent
49791,1.7 percent
49792,13.2 percent
49793,32 percent
49794,20 percent
49795,11.3 percent
49796,4.8 percent
49797,12.8 percent
49798,10.7 percent
49799,18 percent
49800,4.8 percent
49801,5.1 percent
49802,5.4 percent
49803,1.8 percent
49804,6.2 percent
49805,32 percent
49806,20 percent
49807,11.3 percent
49808,4.8 percent
49809,12.8 percent
49810,10.7 percent
49811,18 percent
49812,4.8 percent
49813,5.1 percent
49814,5.4 percent
49815,1.8 percent
49816,6.2 percent
49817,0.5 percent
49818,8.7 percent
49819,4.2 percent
49820,2.5 percent
49821,7.1 percent
49822,0.3 percent
49823,7.8 percent
49824,50 percent
49825,11.8 percent
49826,20 percent
49827,1.1 percent
49828,7.4 percent
49829,7.1 percent
49830,11.8 percent
49831,20 percent
49832,2.3 percent
49833,23 percent
49834,27 percent
49835,47 percent
49836,1.7 percent
49837,13.2 percent
49838,40 percent
49839,10 percent
49840,25 percent
49841,50 percent
49842,15 percent
49843,17 percent
49844,100 percent
49845,4.2 percent
49846,5.71 percent
49847,30 percent
49848,50 percent
49849,36.6 percent
49850,50 percent
49851,6.5 percent
49852,30 percent
49853,2.1 percent
49854,1.3 percent
49855,0.6 percent
49856,1.0 percent
49857,0.7 percent
49858,0.8 percent
49859,0.3 percent
49860,0.1 percent
49861,3.34 percent
49862,4.46 percent
49863,12 percent
49864,12 percent
49865,10 percent
49866,10 percent
49867,5.4 percent
49868,7.2 percent
49869,10 percent
49870,20 percent
49871,30 percent
49872,7.5 percent
49873,1.5 percent
49874,10 percent
49875,27 percent
49876,52.2 percent
49877,1.5 percent
49878,53.7 percent
49879,51.7 percent
49880,4.8 percent
49881,56.5 percent
49882,5.2 percent
49883,50.8 percent
49884,4.6 percent
49885,54.7 percent
49886,1.4 percent
49887,52.5 percent
49888,4.17 percent
49889,1.79 percent
49890,4.79 percent
49891,0.055 percent
49892,81.5 percent
49893,81.5 percent
49894,81.5 percent
49895,18.5 percent
49896,66 percent
49897,30 percent
49898,145 percent
49899,29 percent
49900,15 percent
49901,60 percent
49902,80 percent
49903,6.4 percent
49904,10 percent
49905,12.9 percent
49906,37 percent
49907,36 percent
49908,41 percent
49909,23 percent
49910,53 percent
49911,15 percent
49912,35 percent
49913,34 percent
49914,53 percent
49915,50 percent
49916,20 percent
49917,60 percent
49918,40 percent
49919,22 percent
49920,25 percent
49921,2.5 percent
49922,10 percent
49923,1.9 percent
49924,1.75 percent
49925,25 percent
49926,20 percent
49927,10 percent
49928,37 percent
49929,37.1 percent
49930,35 percent
49931,40 percent
49932,60 percent
49933,49 percent
49934,67 percent
49935,83 percent
49936,20 percent
49937,7.5 percent
49938,245 percent
49939,0.6 percent
49940,79.9 percent
49941,12 percent
49942,1.88 percent
49943,50 percent
49944,40 percent
49945,6.0 percent
49946,16 percent
49947,90 percent
49948,6.3 percent
49949,12.6 percent
49950,0.25 percent
49951,20 percent
49952,7.6 percent
49953,12 percent
49954,40 percent
49955,7.8 percent
49956,64.7 percent
49957,51.8 percent
49958,83.9 percent
49959,1.2 percent
49960,7.5 percent
49961,85 percent
49962,2.2 percent
49963,42 percent
49964,11 percent
49965,88 percent
49966,45 percent
49967,10 percent
49968,42.6 percent
49969,6.5 percent
49970,20 percent
49971,64 percent
49972,54 percent
49973,45 percent
49974,22 percent
49975,27.7 percent
49976,4.58 percent
49977,0.82 percent
49978,20 percent
49979,3.46 percent
49980,3.91 percent
49981,3.48 percent
49982,8.6 percent
49983,6.8 percent
49984,19 percent
49985,85 percent
49986,19 percent
49987,4.1 percent
49988,5.4 percent
49989,24 percent
49990,27 percent
49991,50 percent
49992,11 percent
49993,12 percent
49994,46 percent
49995,8.3 percent
49996,0.6 percent
49997,0.3 percent
49998,0.2 percent
49999,0.8 percent
50000,0.1 percent
50001,0.5 percent
50002,0.3 percent
50003,1.1 percent
50004,1.4 percent
50005,2.2 percent
50006,0.4 percent
50007,0.3 percent
50008,0.5 percent
50009,0.3 percent
50010,1.4 percent
50011,5.6 percent
50012,0.5 percent
50013,0.1 percent
50014,0.2 percent
50015,0.5 percent
50016,1.1 percent
50017,1.0 percent
50018,2.2 percent
50019,6.4 percent
50020,2.9 percent
50021,0.1 percent
50022,4.9 percent
50023,14.3 percent
50024,7.2 percent
50025,0.1 percent
50026,1.3 percent
50027,0.2 percent
50028,0.4 percent
50029,0.8 percent
50030,0.1 percent
50031,0.4 percent
50032,5.2 percent
50033,2.2 percent
50034,0.9 percent
50035,3.4 percent
50036,0.2 percent
50037,0.3 percent
50038,0.2 percent
50039,0.2 percent
50040,0.4 percent
50041,0.5 percent
50042,0.5 percent
50043,0.4 percent
50044,0.9 percent
50045,0.3 percent
50046,1.7 percent
50047,2.2 percent
50048,0.4 percent
50049,0.1 percent
50050,1.6 percent
50051,2.3 percent
50052,2.1 percent
50053,1.2 percent
50054,2.3 percent
50055,7.5 percent
50056,4.1 percent
50057,1.5 percent
50058,46 percent
50059,10 percent
50060,90 percent
50061,3-4 percent
50062,20 percent
50063,40 percent
50064,1.8 percent
50065,17 percent
50066,24 percent
50067,14 percent
50068,18 percent
50069,23 percent
50070,18 percent
50071,1.8 percent
50072,73.4 percent
50073,0.9 percent
50074,15.7 percent
50075,0.7 percent
50076,4.7 percent
50077,1.9 percent
50078,6.2 percent
50079,15.3 percent
50080,0.8 percent
50081,90 percent
50082,70 percent
50083,55 percent
50084,17 percent
50085,38 percent
50086,46 percent
50087,28 percent
50088,19 percent
50089,13 percent
50090,22 percent
50091,15 percent
50092,16 percent
50093,15 percent
50094,52 percent
50095,45 percent
50096,38 percent
50097,58 percent
50098,90 percent
50099,50 percent
50100,7.6 percent
50101,6.5 percent
50102,15.4 percent
50103,40 percent
50104,31 percent
50105,7.6 percent
50106,3.6 percent
50107,6.2 percent
50108,45.6 percent
50109,7.8 percent
50110,1.7 percent
50111,1.0 percent
50112,40 percent
50113,50 percent
50114,72 percent
50115,90 percent
50116,21 percent
50117,3.58 percent
50118,3.5 percent
50119,4.4 percent
50120,2.5 percent
50121,23 percent
50122,65 percent
50123,5.7 percent
50124,30 percent
50125,7.6 percent
50126,24.2 percent
50127,22 percent
50128,8.7 percent
50129,16 percent
50130,37 percent
50131,17 percent
50132,18 percent
50133,10 percent
50134,25 percent
50135,18 percent
50136,60 percent
50137,53 percent
50138,76 percent
50139,14 percent
50140,24 percent
50141,15 percent
50142,23 percent
50143,50 percent
50144,26.2 percent
50145,28.2 percent
50146,0.1 percent
50147,80 percent
50148,2.9 percent
50149,8.4 percent
50150,1.1 percent
50151,0.5 percent
50152,0.7 percent
50153,0.3 percent
50154,18.6 percent
50155,12 percent
50156,65.4 percent
50157,51 percent
50158,21 percent
50159,0.2 percent
50160,7.8 percent
50161,12.4 percent
50162,8.5 percent
50163,13 percent
50164,0.7 percent
50165,21 percent
50166,0.6 percent
50167,4.2 percent
50168,80 percent
50169,100 percent
50170,10 percent
50171,80 percent
50172,75 percent
50173,60 percent
50174,60 percent
50175,40 percent
50176,79 percent
50177,14 percent
50178,50 percent
50179,14 percent
50180,17 percent
50181,40 percent
50182,15 percent
50183,26 percent
50184,70 percent
50185,0.8 percent
50186,15 percent
50187,90 percent
50188,77 percent
50189,42.5 percent
50190,20 percent
50191,25 percent
50192,25 percent
50193,35 percent
50194,50 percent
50195,42 percent
50196,35 percent
50197,95 percent
50198,18 percent
50199,60 percent
50200,28 percent
50201,16 percent
50202,10 percent
50203,23 percent
50204,250 percent
50205,47 percent
50206,18 percent
50207,24 percent
50208,23 percent
50209,6.5 percent
50210,2.6 percent
50211,3.3 percent
50212,2.5 percent
50213,21 percent
50214,79 percent
50215,10 percent
50216,20 percent
50217,10 percent
50218,20 percent
50219,91 percent
50220,26.3 percent
50221,27.2 percent
50222,10 percent
50223,0.1 percent
50224,60 percent
50225,80 percent
50226,2.5 percent
50227,51 percent
50228,15 percent
50229,17 percent
50230,12 percent
50231,10 percent
50232,25 percent
50233,90 percent
50234,13 percent
50235,90 percent
50236,90 percent
50237,18 percent
50238,14 percent
50239,23 percent
50240,56 percent
50241,58.7 percent
50242,63.4 percent
50243,75 percent
50244,7.6 percent
50245,10 percent
50246,-2 percent
50247,70 percent
50248,70 percent
50249,63 percent
50250,58 percent
50251,66 percent
50252,67 percent
50253,100 percent
50254,10 percent
50255,10 percent
50256,66.40 percent
50257,4.6 percent
50258,12 percent
50259,10 percent
50260,3.4 percent
50261,2.5 percent
50262,2.3 percent
50263,5.9 percent
50264,2.7 percent
50265,42.5 percent
50266,37 percent
50267,24 percent
50268,30 percent
50269,3.4 percent
50270,30.5 percent
50271,50 percent
50272,65 percent
50273,30 percent
50274,13 percent
50275,72 percent
50276,10 percent
50277,75 percent
50278,6.9 percent
50279,1.8 percent
50280,7.25 percent
50281,4.00 percent
50282,5.5 percent
50283,5.7 percent
50284,4.8 percent
50285,20.9 percent
50286,19.4 percent
50287,24.5 percent
50288,24.9 percent
50289,12.2 percent
50290,11.3 percent
50291,35.5 percent
50292,37.1 percent
50293,19.1 percent
50294,21.4 percent
50295,11.2 percent
50296,16.5 percent
50297,19.7 percent
50298,18.1 percent
50299,16.1 percent
50300,15.3 percent
50301,15.9 percent
50302,13.8 percent
50303,14.2 percent
50304,10 percent
50305,10 percent
50306,43 percent
50307,35 percent
50308,28 percent
50309,25 percent
50310,1.7 percent
50311,1.1 percent
50312,0.3 percent
50313,1.2 percent
50314,0.8 percent
50315,1.4 percent
50316,1.8 percent
50317,2.3 percent
50318,6.5 percent
50319,5.8 percent
50320,2.0 percent
50321,0.9 percent
50322,1.5 percent
50323,4.6 percent
50324,4.6 percent
50325,6.8 percent
50326,25.7 percent
50327,4.1 percent
50328,1.6 percent
50329,3.8 percent
50330,3.7 percent
50331,13.4 percent
50332,12.5 percent
50333,5.4 percent
50334,1.3 percent
50335,9.5 percent
50336,0.6 percent
50337,1.5 percent
50338,8.4 percent
50339,0.5 percent
50340,11.2 percent
50341,3.2 percent
50342,3.6 percent
50343,0.3 percent
50344,1.3 percent
50345,0.41 percent
50346,0.93 percent
50347,0.2 percent
50348,2.4 percent
50349,1.4 percent
50350,4.1 percent
50351,4.4 percent
50352,2.0 percent
50353,3.4 percent
50354,7.2 percent
50355,3.4 percent
50356,8.2 percent
50357,1.5 percent
50358,3.4 percent
50359,4.5 percent
50360,4.0 percent
50361,2.4 percent
50362,2.8 percent
50363,7.6 percent
50364,7.5 percent
50365,7.6 percent
50366,95 percent
50367,600 percent
50368,0.1 percent
50369,0.3 percent
50370,0.4 percent
50371,71 percent
50372,1.5 percent
50373,3.0 percent
50374,0.4 percent
50375,0.4 percent
50376,1.0 percent
50377,2.1 percent
50378,1.2 percent
50379,0.1 percent
50380,0.1 percent
50381,20 percent
50382,7.0 percent
50383,14 percent
50384,13.7 percent
50385,10 percent
50386,3.37 percent
50387,80 percent
50388,40 percent
50389,9.6 percent
50390,19 percent
50391,200 percent
50392,200 percent
50393,2.8 percent
50394,10.3 percent
50395,2.9 percent
50396,15.9 percent
50397,4.1 percent
50398,23.6 percent
50399,2.2 percent
50400,3.8 percent
50401,4.95 percent
50402,3.6 percent
50403,18.2 percent
50404,10 percent
50405,26.3 percent
50406,60 percent
50407,0.5 percent
50408,11.2 percent
50409,10.9 percent
50410,50 percent
50411,20 percent
50412,30 percent
50413,10 percent
50414,25 percent
50415,27 percent
50416,5.3 percent
50417,7.2 percent
50418,-11.3 percent
50419,-13.8 percent
50420,-17.5 percent
50421,1.44 percent
50422,40 percent
50423,49 percent
50424,125 percent
50425,20 percent
50426,90 percent
50427,99 percent
50428,19 percent
50429,30 percent
50430,36 percent
50431,20 percent
50432,19 percent
50433,7.6 percent
50434,2.5 percent
50435,0.5 percent
50436,2.9 percent
50437,2.7 percent
50438,40 percent
50439,2.5 percent
50440,2.5 percent
50441,7.8 percent
50442,6.5 percent
50443,1.5 percent
50444,2.7 percent
50445,1.2 percent
50446,1.9 percent
50447,34 percent
50448,28 percent
50449,2.4 percent
50450,2.5 percent
50451,31 percent
50452,50 percent
50453,38 percent
50454,34 percent
50455,28 percent
50456,2.4 percent
50457,2.5 percent
50458,5.63 percent
50459,0.5 percent
50460,40-50 percent
50461,0.9 percent
50462,1.3 percent
50463,50 percent
50464,10 percent
50465,15 percent
50466,0.77 percent
50467,0.6 percent
50468,10 percent
50469,5.63 percent
50470,50 percent
50471,10 percent
50472,18 percent
50473,60 percent
50474,64 percent
50475,39 percent
50476,24 percent
50477,29 percent
50478,0.1 percent
50479,35 percent
50480,33 percent
50481,17 percent
50482,30 percent
50483,0.8 percent
50484,5.7 percent
50485,23 percent
50486,25-30 percent
50487,50 percent
50488,45 percent
50489,12 percent
50490,2.3 percent
50491,21 percent
50492,11.38 percent
50493,9.77 percent
50494,18 percent
50495,19.3 percent
50496,4.88 percent
50497,65 percent
50498,85 percent
50499,70 percent
50500,28 percent
50501,19 percent
50502,19 percent
50503,16 percent
50504,0.5 percent
50505,0.6 percent
50506,1.3 percent
50507,1.5 percent
50508,2.4 percent
50509,0.2 percent
50510,0.4 percent
50511,0.3 percent
50512,2.1 percent
50513,0.7 percent
50514,0.2 percent
50515,1.0 percent
50516,2.3 percent
50517,0.5 percent
50518,4.4 percent
50519,0.7 percent
50520,0.5 percent
50521,0.4 percent
50522,1.7 percent
50523,0.2 percent
50524,0.5 percent
50525,1.2 percent
50526,3.5 percent
50527,0.1 percent
50528,0.3 percent
50529,0.2 percent
50530,1.3 percent
50531,0.1 percent
50532,75.8 percent
50533,2.9 percent
50534,0.2 percent
50535,2.6 percent
50536,1.7 percent
50537,0.3 percent
50538,75.6 percent
50539,1.4 percent
50540,0.9 percent
50541,2.0 percent
50542,0.7 percent
50543,1.2 percent
50544,0.1 percent
50545,77.3 percent
50546,3.4 percent
50547,0.1 percent
50548,0.9 percent
50549,4.5 percent
50550,2.1 percent
50551,1.0 percent
50552,1.5 percent
50553,89.5 percent
50554,2.2 percent
50555,2.1 percent
50556,1.6 percent
50557,76.2 percent
50558,10.0 percent
50559,0.9 percent
50560,87.4 percent
50561,1.1 percent
50562,0.2 percent
50563,75.5 percent
50564,5.5 percent
50565,0.5 percent
50566,75.6 percent
50567,1.5 percent
50568,10 percent
50569,2.9 percent
50570,3.6 percent
50571,3.8 percent
50572,1.7 percent
50573,50 percent
50574,50 percent
50575,40 percent
50576,6.5 percent
50577,9.2 percent
50578,53 percent
50579,7.8 percent
50580,28 percent
50581,7.7 percent
50582,7.5 percent
50583,17.5 percent
50584,3.17 percent
50585,15 percent
50586,12 percent
50587,8.9 percent
50588,16 percent
50589,72 percent
50590,0.8 percent
50591,100 percent
50592,400 percent
50593,23 percent
50594,50 percent
50595,30 percent
50596,53 percent
50597,5.6 percent
50598,10 percent
50599,0.6 percent
50600,19 percent
50601,26 percent
50602,0.7 percent
50603,0.8 percent
50604,7.5 percent
50605,14.1 percent
50606,12.9 percent
50607,13.7 percent
50608,11.9 percent
50609,20 percent
50610,37.8 percent
50611,43.2 percent
50612,10 percent
50613,12.2 percent
50614,18.4 percent
50615,16.6 percent
50616,9.5 percent
50617,20 percent
50618,10 percent
50619,0.6 percent
50620,2.6 percent
50621,3.8 percent
50622,0.2 percent
50623,6.1 percent
50624,2.7 percent
50625,16.8 percent
50626,11.4 percent
50627,1.3 percent
50628,3.5 percent
50629,0.9 percent
50630,0.6 percent
50631,50 percent
50632,10 percent
50633,7.6 percent
50634,7.4 percent
50635,6.5 percent
50636,2.8 percent
50637,60 percent
50638,-1 percent
50639,4.1 percent
50640,6.5 percent
50641,5.5 percent
50642,6.5 percent
50643,6.5 percent
50644,63.5 percent
50645,7.8 percent
50646,50 percent
50647,-1.1 percent
50648,30 percent
50649,-1.1 percent
50650,30 percent
50651,7.6 percent
50652,63 percent
50653,24 percent
50654,40 percent
50655,39 percent
50656,29 percent
50657,19 percent
50658,35 percent
50659,13 percent
50660,1.5 percent
50661,15 percent
50662,80 percent
50663,3.6 percent
50664,33.8 percent
50665,40 percent
50666,10 percent
50667,82 percent
50668,2.1 percent
50669,7.2 percent
50670,0.7 percent
50671,2.4 percent
50672,7.5 percent
50673,7.2 percent
50674,1.0 percent
50675,6.2 percent
50676,4.6 percent
50677,16.2 percent
50678,0.9 percent
50679,10.0 percent
50680,400 percent
50681,1.7 percent
50682,34 percent
50683,22 percent
50684,1.35 percent
50685,20 percent
50686,1.28 percent
50687,2.80 percent
50688,1.7 percent
50689,7.4 percent
50690,2.09 percent
50691,8.26 percent
50692,1.13 percent
50693,50 percent
50694,100 percent
50695,80 percent
50696,0.3 percent
50697,0.8 percent
50698,0.3 percent
50699,2.9 percent
50700,0.2 percent
50701,1.5 percent
50702,1.3 percent
50703,0.3 percent
50704,12 percent
50705,11 percent
50706,4.44 percent
50707,6.83 percent
50708,0.7 percent
50709,26.3 percent
50710,0.1 percent
50711,146 percent
50712,17 percent
50713,2.9 percent
50714,20 percent
50715,7.3 percent
50716,4.7 percent
50717,6.5 percent
50718,15 percent
50719,4.8 percent
50720,4.9 percent
50721,20 percent
50722,45 percent
50723,51 percent
50724,30 percent
50725,200 percent
50726,1.1 percent
50727,60 percent
50728,12.3 percent
50729,14 percent
50730,25 percent
50731,60 percent
50732,13 percent
50733,15 percent
50734,10.6 percent
50735,40 percent
50736,18 percent
50737,2.6 percent
50738,25 percent
50739,32 percent
50740,20 percent
50741,10 percent
50742,0.7 percent
50743,12 percent
50744,8.7 percent
50745,30 percent
50746,300 percent
50747,18.4 percent
50748,20.8 percent
50749,24.8 percent
50750,11.4 percent
50751,12.3 percent
50752,33.0 percent
50753,35.2 percent
50754,20.1 percent
50755,19.9 percent
50756,11.1 percent
50757,11.3 percent
50758,17.6 percent
50759,16.7 percent
50760,17.3 percent
50761,17.7 percent
50762,17.4 percent
50763,15.7 percent
50764,13.5 percent
50765,13.7 percent
50766,95 percent
50767,10 percent
50768,56 percent
50769,20 percent
50770,95 percent
50771,25 percent
50772,20.7 percent
50773,20 percent
50774,240 percent
50775,20 percent
50776,83 percent
50777,99 percent
50778,100 percent
50779,24 percent
50780,90 percent
50781,3.2 percent
50782,90 percent
50783,15 percent
50784,10 percent
50785,10 percent
50786,2.5 percent
50787,1.1 percent
50788,1.7 percent
50789,0.3 percent
50790,1.2 percent
50791,0.9 percent
50792,1.4 percent
50793,1.8 percent
50794,2.3 percent
50795,6.1 percent
50796,5.8 percent
50797,1.8 percent
50798,2.7 percent
50799,1.1 percent
50800,1.5 percent
50801,4.4 percent
50802,4.6 percent
50803,16.1 percent
50804,25.7 percent
50805,2.9 percent
50806,1.6 percent
50807,0.9 percent
50808,3.7 percent
50809,12.9 percent
50810,12.5 percent
50811,8.6 percent
50812,1.3 percent
50813,7.0 percent
50814,0.6 percent
50815,1.6 percent
50816,8.4 percent
50817,0.6 percent
50818,11.2 percent
50819,3.2 percent
50820,3.6 percent
50821,0.5 percent
50822,1.3 percent
50823,0.59 percent
50824,0.93 percent
50825,1.9 percent
50826,0.2 percent
50827,2.4 percent
50828,1.4 percent
50829,3.0 percent
50830,0.6 percent
50831,3.2 percent
50832,2.8 percent
50833,2.5 percent
50834,2.4 percent
50835,6.8 percent
50836,45 percent
50837,0.1 percent
50838,3.8 percent
50839,23 percent
50840,42 percent
50841,83 percent
50842,27 percent
50843,60 percent
50844,66 percent
50845,2-3 percent
50846,1.62 percent
50847,17 percent
50848,11 percent
50849,10 percent
50850,-0.87 percent
50851,4.6 percent
50852,3.4 percent
50853,3.6 percent
50854,1.7 percent
50855,4.2 percent
50856,15 percent
50857,60 percent
50858,59 percent
50859,10 percent
50860,35 percent
50861,0.3 percent
50862,1.2 percent
50863,1.9 percent
50864,0.2 percent
50865,0.3 percent
50866,0.2 percent
50867,2.5 percent
50868,0.9 percent
50869,0.6 percent
50870,0.1 percent
50871,0.4 percent
50872,0.7 percent
50873,0.1 percent
50874,70 percent
50875,10 percent
50876,15 percent
50877,20 percent
50878,81 percent
50879,40 percent
50880,20 percent
50881,10 percent
50882,17 percent
50883,27 percent
50884,310 percent
50885,182 percent
50886,47 percent
50887,53.3 percent
50888,1.1 percent
50889,54.4 percent
50890,55.7 percent
50891,0.3 percent
50892,55.4 percent
50893,4.9 percent
50894,63.2 percent
50895,2.6 percent
50896,62.4 percent
50897,53.3 percent
50898,1.1 percent
50899,54.4 percent
50900,54 percent
50901,55.7 percent
50902,0.3 percent
50903,55.4 percent
50904,50 percent
50905,50 percent
50906,42.2 percent
50907,52.5 percent
50908,3.2 percent
50909,55.7 percent
50910,4.2 percent
50911,63.2 percent
50912,4.9 percent
50913,58.3 percent
50914,63.8 percent
50915,52.2 percent
50916,62.4 percent
50917,2.6 percent
50918,65 percent
50919,51.2 percent
50920,53.3 percent
50921,1.1 percent
50922,54.4 percent
50923,50.5 percent
50924,52.3 percent
50925,0.2 percent
50926,52.1 percent
50927,50 percent
50928,50 percent
50929,47.5 percent
50930,0.5 percent
50931,47 percent
50932,51.5 percent
50933,46.5 percent
50934,42.7 percent
50935,42.5 percent
50936,47.5 percent
50937,50 percent
50938,50 percent
50939,54 percent
50940,49 percent
50941,21 percent
50942,13 percent
50943,66 percent
50944,49.7 percent
50945,46.5 percent
50946,1.5 percent
50947,45 percent
50948,85 percent
50949,16 percent
50950,23 percent
50951,61 percent
50952,55.5 percent
50953,53.5 percent
50954,58 percent
50955,0.5 percent
50956,57.5 percent
50957,58 percent
50958,50 percent
50959,50 percent
50960,50 percent
50961,42.2 percent
50962,42.2 percent
50963,50 percent
50964,42.2 percent
50965,85 percent
50966,75 percent
50967,20 percent
50968,10 percent
50969,600 percent
50970,0.5 percent
50971,81 percent
50972,64 percent
50973,89 percent
50974,7.4 percent
50975,6.5 percent
50976,7.4 percent
50977,5.2 percent
50978,10 percent
50979,30 percent
50980,30 percent
50981,15 percent
50982,30 percent
50983,15 percent
50984,10 percent
50985,5-10 percent
50986,10 percent
50987,1.7 percent
50988,2.0 percent
50989,19 percent
50990,21 percent
50991,10 percent
50992,15 percent
50993,24 percent
50994,18 percent
50995,59 percent
50996,92 percent
50997,93 percent
50998,91 percent
50999,35 percent
51000,36 percent
51001,64 percent
51002,39 percent
51003,42 percent
51004,25 percent
51005,24 percent
51006,13 percent
51007,13 percent
51008,25 percent
51009,11 percent
51010,90 percent
51011,12 percent
51012,4.5 percent
51013,10 percent
51014,13 percent
51015,20 percent
51016,19.6 percent
51017,0.2 percent
51018,0.1 percent
51019,0.1 percent
51020,90 percent
51021,15 percent
51022,15 percent
51023,2.6 percent
51024,10 percent
51025,10 percent
51026,26 percent
51027,0.10 percent
51028,0.35 percent
51029,1.25 percent
51030,20 percent
51031,19 percent
51032,8.5 percent
51033,27 percent
51034,3.8 percent
51035,2.6 percent
51036,4.1 percent
51037,1.3 percent
51038,0.1 percent
51039,10 percent
51040,98 percent
51041,19 percent
51042,10.4 percent
51043,13.4 percent
51044,20.3 percent
51045,9.9 percent
51046,13.2 percent
51047,20.2 percent
51048,1.6 percent
51049,46 percent
51050,40 percent
51051,68 percent
51052,76 percent
51053,90 percent
51054,91 percent
51055,10 percent
51056,24 percent
51057,36 percent
51058,95 percent
51059,18 percent
51060,36 percent
51061,30 percent
51062,60 percent
51063,30 percent
51064,23 percent
51065,88 percent
51066,32 percent
51067,18 percent
51068,90 percent
51069,50 percent
51070,13 percent
51071,60 percent
51072,23 percent
51073,45 percent
51074,400 percent
51075,50 percent
51076,25 percent
51077,30 percent
51078,25 percent
51079,20 percent
51080,15 percent
51081,72 percent
51082,4.5 percent
51083,10 percent
51084,10 percent
51085,7.13 percent
51086,11 percent
51087,10 percent
51088,1.4 percent
51089,20 percent
51090,1.5 percent
51091,44 percent
51092,43 percent
51093,10.3 percent
51094,12.7 percent
51095,51 percent
51096,8.1 percent
51097,50 percent
51098,10 percent
51099,2.5 percent
51100,1.7 percent
51101,33 percent
51102,50 percent
51103,-30 percent
51104,32 percent
51105,60 percent
51106,40 percent
51107,0.55 percent
51108,70 percent
51109,70 percent
51110,6.6 percent
51111,8.7 percent
51112,36 percent
51113,14 percent
51114,21 percent
51115,10 percent
51116,27.1 percent
51117,27.4 percent
51118,20 percent
51119,4.0 percent
51120,7.3 percent
51121,81.4 percent
51122,104.2 percent
51123,92.3 percent
51124,22 percent
51125,23 percent
51126,22 percent
51127,23 percent
51128,35-37 percent
51129,1.5 percent
51130,4.9 percent
51131,3.1 percent
51132,14.4 percent
51133,14.4 percent
51134,9.8 percent
51135,1.0 percent
51136,3.7 percent
51137,1.2 percent
51138,7.50 percent
51139,2.55 percent
51140,6.1 percent
51141,95 percent
51142,40 percent
51143,21 percent
51144,15 percent
51145,14 percent
51146,6.6 percent
51147,5.6 percent
51148,1.9 percent
51149,32.9 percent
51150,20 percent
51151,58.5 percent
51152,41.5 percent
51153,10 percent
51154,7.3 percent
51155,8.1 percent
51156,36 percent
51157,36 percent
51158,26 percent
51159,51 percent
51160,4.7 percent
51161,19.5 percent
51162,18.7 percent
51163,23.9 percent
51164,24.5 percent
51165,11.5 percent
51166,11.3 percent
51167,32.7 percent
51168,33.3 percent
51169,20.9 percent
51170,20.6 percent
51171,11.0 percent
51172,16.9 percent
51173,17.5 percent
51174,19.7 percent
51175,17.2 percent
51176,15.4 percent
51177,17.5 percent
51178,18.5 percent
51179,9.8 percent
51180,0.15 percent
51181,6.4 percent
51182,13.5 percent
51183,30 percent
51184,16 percent
51185,400 percent
51186,25 percent
51187,25 percent
51188,90 percent
51189,6.5 percent
51190,2.5 percent
51191,7.3 percent
51192,10 percent
51193,12.4 percent
51194,10 percent
51195,20 percent
51196,1.8 percent
51197,2.3 percent
51198,6.2 percent
51199,5.8 percent
51200,1.6 percent
51201,1.2 percent
51202,1.5 percent
51203,4.7 percent
51204,4.6 percent
51205,17.6 percent
51206,25.7 percent
51207,3.3 percent
51208,1.6 percent
51209,1.5 percent
51210,3.7 percent
51211,14.2 percent
51212,12.5 percent
51213,8.0 percent
51214,1.3 percent
51215,6.9 percent
51216,0.6 percent
51217,1.6 percent
51218,8.4 percent
51219,0.6 percent
51220,11.2 percent
51221,3.1 percent
51222,3.6 percent
51223,0.4 percent
51224,1.3 percent
51225,0.41 percent
51226,0.93 percent
51227,0.2 percent
51228,7.7 percent
51229,17 percent
51230,2.5 percent
51231,86 percent
51232,2.5 percent
51233,40 percent
51234,91 percent
51235,38.7 percent
51236,1.32 percent
51237,74.8 percent
51238,59.13 percent
