,0
34167,82%
34168,36%
34169,37%
34170,0.4%
34171,0.2%
34172,20%
34173,1.75%
34174,2.5%
34175,2.75%
34176,2.7%
34177,2.9%
34178,12.4%
34179,100%
34180,100%
34181,0.7%
34182,11%
34183,30%
34184,20%
34185,16%
34186,10%
34187,12%
34188,75%
34189,55%
34190,60%
34191,65%
34192,1.6%
34193,13.4%
34194,6.8%
34195,6.1%
34196,18.7%
34197,12.3%
34198,1.8%
34199,1.0%
34200,0.97%
34201,0.6%
34202,2.7%
34203,0.5%
34204,0.5%
34205,0.6%
34206,1.1%
34207,1.4%
34208,5.9%
34209,0.59%
34210,1.14%
34211,1.42%
34212,0.83%
34213,0.81%
34214,0.03%
34215,90%
34216,2.9%
34217,5.9%
34218,0.5%
34219,0.4%
34220,0.8%
34221,0.7%
34222,0.3%
34223,3.9%
34224,4.1%
34225,10%
34226,30%
34227,15.7%
34228,8.1%
34229,0.1%
34230,0.2%
34231,0.1%
34232,1.9%
34233,5.5%
34234,5.8%
34235,23%
34236,28.4%
34237,10%
34238,10%
34239,8.29%
34240,7.1%
34241,0.8%
34242,71%
34243,10%
34244,29%
34245,45%
34246,10-15%
34247,6.2%
34248,6.5%
34249,-6.8%
34250,-6.1%
34251,4.6%
34252,9.3%
34253,8.7%
34254,10%
34255,21%
34256,32%
34257,57%
34258,15.7%
34259,8.1%
34260,0.1%
34261,0.2%
34262,0.1%
34263,1.9%
34264,5.5%
34265,5.8%
34266,23%
34267,28.4%
34268,10%
34269,10%
34270,4.5%
34271,1.9%
34272,2.3%
34273,3.4%
34274,8.5%
34275,37%
34276,47.4%
34277,40%
34278,24%
34279,28.4%
34280,10%
34281,13.4%
34282,10%
34283,44%
34284,15.7%
34285,8.1%
34286,23.6%
34287,33.0%
34288,0.1%
34289,0.2%
34290,0.1%
34291,1.9%
34292,0.2%
34293,1.9%
34294,0.3%
34295,0.4%
34296,7.6%
34297,4.3%
34298,3.3%
34299,2.7%
34300,4.4%
34301,-7%
34302,-7%
34303,995%
34304,35%
34305,0.5%
34306,0.3%
34307,0.9%
34308,0.4%
34309,0.8%
34310,0.6%
34311,10%
34312,5.8%
34313,4.4%
34314,6.6%
34315,0.3%
34316,-0.2%
34317,1.6%
34318,1.8%
34319,0.1%
34320,2.0%
34321,0.2%
34322,1.9%
34323,0.4%
34324,40%
34325,2.8%
34326,2.6%
34327,2.4%
34328,1.9%
34329,2.0%
34330,85%
34331,0.3%
34332,-0.2%
34333,1.6%
34334,1.8%
34335,12%
34336,5.8%
34337,4.4%
34338,2.8%
34339,5.8%
34340,4.4%
34341,2.8%
34342,15.7%
34343,8.1%
34344,0.1%
34345,0.2%
34346,0.1%
34347,1.9%
34348,5.5%
34349,5.8%
34350,23%
34351,28.4%
34352,10%
34353,10%
34354,7.7%
34355,10%
34356,5.6%
34357,3.9%
34358,0.8%
34359,0.3%
34360,-0.2%
34361,1.6%
34362,1.8%
34363,1.6%
34364,1.8%
34365,10.2%
34366,12%
34367,27%
34368,12%
34369,12%
34370,3-4%
34371,5-10%
34372,700%
34373,8.48%
34374,24.5%
34375,1.7%
34376,70%
34377,-0.25%
34378,12%
34379,10%
34380,29%
34381,8.48%
34382,27%
34383,36%
34384,36%
34385,12%
34386,4.0%
34387,14%
34388,13%
34389,18%
34390,18.4%
34391,14.0%
34392,18%
34393,4.1%
34394,21.2%
34395,16%
34396,14%
34397,9.2%
34398,15-.35%
34399,-0.25%
34400,12%
34401,10%
34402,29%
34403,9.8%
34404,1.9%
34405,30%
34406,10%
34407,10%
34408,20%
34409,25%
34410,48%
34411,52%
34412,70%
34413,50%
34414,15%
34415,0.3%
34416,10%
34417,20%
34418,10%
34419,20%
34420,26%
34421,43%
34422,54%
34423,71%
34424,57%
34425,79%
34426,3.09%
34427,4.63%
34428,6.2%
34429,7.1%
34430,6.2%
34431,7.1%
34432,5.35%
34433,5.2%
34434,5.5%
34435,1.35%
34436,20%
34437,12%
34438,6-7%
34439,10%
34440,43%
34441,11.4%
34442,18.4%
34443,31.6%
34444,62%
34445,75%
34446,100%
34447,92%
34448,12%
34449,10%
34450,12%
34451,13%
34452,30%
34453,30%
34454,29%
34455,11%
34456,33%
34457,67%
34458,20%
34459,30%
34460,13%
34461,4.5%
34462,3.5%
34463,13%
34464,25%
34465,30%
34466,3.9%
34467,3.8%
34468,0.03%
34469,0.15%
34470,0.4%
34471,62%
34472,2.5%
34473,1.7%
34474,45%
34475,38%
34476,17%
34477,54%
34478,46%
34479,0.5%
34480,0.25%
34481,1.5%
34482,1.9%
34483,0.5%
34484,3.5%
34485,4.5%
34486,0.25%
34487,0.38%
34488,0.36%
34489,0.10%
34490,0.03%
34491,0.15%
34492,68%
34493,5-4%
34494,38%
34495,38%
34496,31%
34497,32%
34498,34%
34499,38%
34500,37%
34501,58%
34502,0.75%
34503,36.5%
34504,0.75%
34505,34%
34506,31%
34507,32%
34508,27%
34509,30%
34510,36.5%
34511,31%
34512,32%
34513,19%
34514,36.5%
34515,36.5%
34516,90%
34517,5-4%
34518,2.4%
34519,10%
34520,37%
34521,3.1%
34522,4.8%
34523,50.0%
34524,47.8%
34525,16.1%
34526,-2.8%
34527,7.1%
34528,-2.8%
34529,12%
34530,20%
34531,80%
34532,20%
34533,25%
34534,32%
34535,0.38%
34536,3.8%
34537,2.4%
34538,94%
34539,50%
34540,20%
34541,2.4%
34542,0.5%
34543,4.9%
34544,3.5%
34545,3.5%
34546,3.5%
34547,10%
34548,12%
34549,2.9%
34550,2.5%
34551,2.9%
34552,3.3%
34553,10%
34554,0.4%
34555,6.7%
34556,5.2%
34557,1.4%
34558,6.0%
34559,0.0%
34560,0.2%
34561,0.6%
34562,0.4%
34563,0.8%
34564,0.6%
34565,0.5%
34566,4.5%
34567,20%
34568,0.64%
34569,0.27%
34570,0.41%
34571,0.92%
34572,1.06%
34573,0.85%
34574,0.66%
34575,0.8%
34576,0.3%
34577,-0.4%
34578,0.0%
34579,0.0%
34580,0.3%
34581,-0.4%
34582,0.0%
34583,0.0%
34584,0.3%
34585,-0.4%
34586,0.0%
34587,0.0%
34588,28%
34589,30%
34590,50%
34591,3-4%
34592,73%
34593,90%
34594,73%
34595,90%
34596,13%
34597,75%
34598,25%
34599,3.5%
34600,8.8%
34601,10.3%
34602,11.5%
34603,25%
34604,70%
34605,2.5%
34606,0.4%
34607,15%
34608,24%
34609,90%
34610,40%
34611,6.5%
34612,11%
34613,60%
34614,360%
34615,4.6%
34616,6.2%
34617,21%
34618,4.8%
34619,0.4%
34620,12.5%
34621,0.2%
34622,0.9%
34623,0.6%
34624,0.5%
34625,0.4%
34626,25%
34627,21.9%
34628,15.6%
34629,0.4%
34630,1.2%
34631,1.1%
34632,0.9%
34633,0.9%
34634,0.3%
34635,0.4%
34636,4.6%
34637,6.2%
34638,21%
34639,20%
34640,20%
34641,25%
34642,32%
34643,10%
34644,0.3%
34645,0.1%
34646,80%
34647,15-.35%
34648,90%
34649,47%
34650,30%
34651,25%
34652,78%
34653,24%
34654,25%
34655,4.8%
34656,0.4%
34657,12.5%
34658,0.79%
34659,13.5%
34660,4.6%
34661,5.9%
34662,6.2%
34663,21%
34664,24%
34665,31%
34666,23%
34667,39%
34668,38%
34669,24.5%
34670,16.6%
34671,18.5%
34672,30%
34673,0.5%
34674,35%
34675,15%
34676,10%
34677,40%
34678,20%
34679,18%
34680,2.4%
34681,35%
34682,15%
34683,50%
34684,25%
34685,50%
34686,22%
34687,18%
34688,2.6%
34689,5.9%
34690,0.4%
34691,40%
34692,2.4%
34693,2.4%
34694,2.4%
34695,12%
34696,2.6%
34697,5.9%
34698,10.9%
34699,15.49%
34700,71%
34701,46.4%
34702,26.5%
34703,40%
34704,27.5%
34705,38.7%
34706,13.6%
34707,15.8%
34708,17.8%
34709,64.3%
34710,19%
34711,11%
34712,23.4%
34713,56.5%
34714,17.0%
34715,50%
34716,0.3%
34717,0.2%
34718,0.2%
34719,0.25%
34720,0.8%
34721,0.4%
34722,0.5%
34723,2.0%
34724,2.5%
34725,0.4%
34726,2.5%
34727,0.4%
34728,0.86%
34729,1.05%
34730,0.80%
34731,1.08%
34732,0.04%
34733,0.48%
34734,0.22%
34735,5.7%
34736,0.1%
34737,0.6%
34738,0.4%
34739,30%
34740,22.6%
34741,43%
34742,10%
34743,10%
34744,0.8%
34745,10%
34746,19.39%
34747,-9%
34748,11%
34749,26%
34750,15%
34751,10%
34752,43%
34753,21%
34754,1.1%
34755,17%
34756,10%
34757,22.6%
34758,0.5%
34759,5.4%
34760,1.4%
34761,0.2%
34762,0.0%
34763,6.8%
34764,2.7%
34765,2.2%
34766,22%
34767,4.6%
34768,0.25%
34769,3.75%
34770,70%
34771,27.5%
34772,26.8%
34773,26%
34774,-3.9%
34775,-3.2%
34776,5.7%
34777,0.8%
34778,2.6%
34779,10%
34780,19.39%
34781,16%
34782,25%
34783,50%
34784,50%
34785,17%
34786,90%
34787,45%
34788,57%
34789,25%
34790,20%
34791,360%
34792,59.8%
34793,50%
34794,79%
34795,10.75%
34796,28%
34797,18%
34798,70%
34799,5.35%
34800,165%
34801,50%
34802,47%
34803,19%
34804,5.4%
34805,23%
34806,20%
34807,-23%
34808,29%
34809,-76%
34810,30%
34811,-50%
34812,25%
34813,12%
34814,22.6%
34815,51%
34816,70%
34817,10%
34818,17%
34819,92%
34820,92%
34821,22%
34822,0.2%
34823,8.1%
34824,9.4%
34825,0.8%
34826,12.9%
34827,0.2%
34828,8.1%
34829,9.4%
34830,0.8%
34831,12.9%
34832,22.6%
34833,74.2%
34834,0.8%
34835,0.8%
34836,24.9%
34837,0.5%
34838,16.6%
34839,-0.8%
34840,1.5%
34841,30%
34842,2.7%
34843,0.7%
34844,0.9%
34845,51%
34846,39%
34847,30%
34848,70%
34849,51%
34850,70%
34851,2.7%
34852,2.2%
34853,22%
34854,3.1%
34855,35%
34856,25%
34857,40%
34858,5.1%
34859,8.4%
34860,0.3%
34861,2.7%
34862,2.2%
34863,0.6%
34864,0.4%
34865,0.3%
34866,0.4%
34867,2.7%
34868,2.2%
34869,22%
34870,3.1%
34871,25%
34872,0.07%
34873,0.4%
34874,0.2%
34875,0.07%
34876,0.3%
34877,0.6%
34878,0.4%
34879,7.1%
34880,8.24%
34881,5.1%
34882,8.4%
34883,8.1%
34884,0.3%
34885,25%
34886,3.5%
34887,10%
34888,150%
34889,12%
34890,90%
34891,70%
34892,100%
34893,0.909%
34894,2.083%
34895,3.11%
34896,60%
34897,40%
34898,30%
34899,11%
34900,0.909%
34901,2.083%
34902,2.5%
34903,2.36%
34904,100%
34905,65%
34906,90%
34907,30%
34908,10%
34909,12%
34910,45%
34911,14%
34912,4.5%
34913,11%
34914,87%
34915,15.6%
34916,18.2%
34917,25%
34918,0.1%
34919,0.1%
34920,0.2%
34921,0.09%
34922,2.5%
34923,16%
34924,13%
34925,15%
34926,2.5%
34927,2.8%
34928,0.1%
34929,2.2%
34930,20%
34931,20%
34932,72%
34933,57%
34934,25%
34935,40%
34936,0.3%
34937,0.4%
34938,11.5%
34939,4.2%
34940,3.9%
34941,8.4%
34942,3.3%
34943,1.3%
34944,0.5%
34945,100%
34946,30%
34947,-60%
34948,30%
34949,-60%
34950,35%
34951,10%
34952,6.75%
34953,8.4%
34954,5.5%
34955,9.4%
34956,5.3%
34957,10.7%
34958,7.0%
34959,3.0%
34960,3.3%
34961,1.3%
34962,0.5%
34963,0.4%
34964,3.3%
34965,1.3%
34966,0.5%
34967,0.4%
34968,4.2%
34969,4.0%
34970,3.9%
34971,2.5%
34972,2.4%
34973,2.8%
34974,8.4%
34975,5.5%
34976,2.8%
34977,17.4%
34978,6.7%
34979,0.4%
34980,0.8%
34981,1.4%
34982,0.4%
34983,0.7%
34984,3.9%
34985,4.0%
34986,2.4%
34987,2.5%
34988,4.0%
34989,0.5%
34990,6.7%
34991,0.4%
34992,0.6%
34993,0.6%
34994,0.9%
34995,0.2%
34996,0.5%
34997,0.7%
34998,3.9%
34999,4.0%
35000,0.5%
35001,90%
35002,50%
35003,40%
35004,50%
35005,0.03%
35006,--8.8%
35007,0.02%
35008,0.1%
35009,0.2%
35010,0.2%
35011,0.4%
35012,1.5%
35013,2.2%
35014,2.7%
35015,20%
35016,52%
35017,20%
35018,4-5%
35019,11%
35020,0.1%
35021,0.2%
35022,0.2%
35023,0.4%
35024,1.5%
35025,2.2%
35026,2.7%
35027,20%
35028,52%
35029,20%
35030,10%
35031,95%
35032,100%
35033,200%
35034,251%
35035,25%
35036,13%
35037,0.6%
35038,0.1%
35039,0.2%
35040,0.2%
35041,0.3%
35042,1.5%
35043,1.7%
35044,0.3%
35045,0.4%
35046,11.5%
35047,0.5%
35048,0.2%
35049,0.0%
35050,1.4%
35051,0.1%
35052,0.42%
35053,5.9%
35054,2.9%
35055,3.8%
35056,3.7%
35057,0.2%
35058,1.0%
35059,0.2%
35060,0.2%
35061,0.2%
35062,0.2%
35063,0.3%
35064,0.2%
35065,0.1%
35066,30%
35067,11.5%
35068,0.3%
35069,0.4%
35070,0.2%
35071,0.0%
35072,-2.0%
35073,-1.0%
35074,0.6%
35075,11.5%
35076,0.3%
35077,0.4%
35078,0.2%
35079,0.0%
35080,-2.0%
35081,-1.0%
35082,0.6%
35083,30%
35084,0.1%
35085,0.2%
35086,0.4%
35087,0.2%
35088,0.4%
35089,33%
35090,33%
35091,70%
35092,33%
35093,70%
35094,30%
35095,30%
35096,30%
35097,10%
35098,13%
35099,33%
35100,1.8%
35101,10%
35102,10%
35103,10%
35104,1.8%
35105,10%
35106,10%
35107,12%
35108,14%
35109,10%
35110,0.3%
35111,0.4%
35112,0.2%
35113,0.15%
35114,0.4%
35115,-0.1%
35116,6.1%
35117,6.0%
35118,6.1%
35119,6.2%
35120,-12.4%
35121,6.1%
35122,40%
35123,28%
35124,10%
35125,10%
35126,5.5%
35127,2.6%
35128,5.12%
35129,4.04%
35130,7.10%
35131,7.81%
35132,1.7%
35133,0.8%
35134,14.5%
35135,5.1%
35136,-3%
35137,1.5%
35138,22%
35139,30%
35140,3.5%
35141,40%
35142,2.3%
35143,96%
35144,76%
35145,+3%
35146,+86%
35147,40%
35148,50%
35149,20%
35150,40-60%
35151,26%
35152,40%
35153,60%
35154,37%
35155,4.5%
35156,0.1%
35157,91.3%
35158,95.3%
35159,650%
35160,25%
35161,10%
35162,0.7%
35163,0.3%
35164,40%
35165,80.5%
35166,0.0%
35167,0.3%
35168,0.2%
35169,0.15%
35170,0.4%
35171,-0.1%
35172,4.2%
35173,1.24%
35174,2.6%
35175,1.36%
35176,0.4%
35177,0.6%
35178,1.75%
35179,1.75%
35180,00-0.25%
35181,12%
35182,40%
35183,1.8%
35184,-0.9%
35185,50%
35186,20%
35187,0.4%
35188,0.3%
35189,1.5%
35190,50%
35191,75%
35192,80%
35193,850%
35194,80%
35195,1.8%
35196,90%
35197,1.8%
35198,1.0%
35199,0.9%
35200,1.8%
35201,0.8%
35202,1.3%
35203,0.8%
35204,3.0%
35205,4.9%
35206,7.7%
35207,20%
35208,28%
35209,4.9%
35210,4.4%
35211,0.4%
35212,25%
35213,75%
35214,15%
35215,1.3%
35216,27%
35217,74%
35218,0.8%
35219,1.8%
35220,2.8%
35221,0.9%
35222,0.2%
35223,200%
35224,88%
35225,4.22%
35226,5.5%
35227,32.32%
35228,17.85%
35229,4.58%
35230,6.6%
35231,1.5%
35232,60%
35233,70%
35234,10%
35235,10%
35236,60%
35237,10%
35238,50%
35239,10%
35240,15%
35241,30%
35242,10%
35243,7.5%
35244,15%
35245,200%
35246,13.3%
35247,22%
35248,20%
35249,11.4%
35250,6.3%
35251,28.6%
35252,11.5%
35253,9.4%
35254,5.5%
35255,5.1%
35256,0.4%
35257,1.2%
35258,20-30%
35259,8.4%
35260,19%
35261,10%
35262,3.5%
35263,1.2%
35264,60%
35265,70%
35266,1.25%
35267,10%
35268,20%
35269,12%
35270,9.4%
35271,11.5%
35272,2.7%
35273,10.5%
35274,1.5%
35275,11%
35276,22.5%
35277,9.4%
35278,9.3%
35279,20%
35280,12.0%
35281,0.4%
35282,1.2%
35283,1.2%
35284,0.1%
35285,-0.1%
35286,0.15%
35287,0.4%
35288,-0.1%
35289,0.2%
35290,0.3%
35291,11.5%
35292,73%
35293,20%
35294,12%
35295,14%
35296,49%
35297,39%
35298,97%
35299,40%
35300,14%
35301,11%
35302,9.3%
35303,20%
35304,12.0%
35305,0.4%
35306,1.2%
35307,1.2%
35308,0.1%
35309,4.5%
35310,4.5%
35311,10.5%
35312,1.5%
35313,11.0%
35314,22.5%
35315,29%
35316,10%
35317,10%
35318,39.4%
35319,0.4%
35320,19%
35321,11%
35322,3.9%
35323,10.5%
35324,1.2%
35325,0.9%
35326,3.2%
35327,1.3%
35328,75%
35329,1.5%
35330,0.4%
35331,50%
35332,40%
35333,10%
35334,50%
35335,40%
35336,10%
35337,50%
35338,0.6%
35339,2.5%
35340,60%
35341,70%
35342,27%
35343,13%
35344,24%
35345,88%
35346,85%
35347,21%
35348,14%
35349,43%
35350,31%
35351,4.9%
35352,6.3%
35353,5.4%
35354,0.05%
35355,0.3%
35356,-0.2%
35357,0.15%
35358,0.4%
35359,-0.1%
35360,0.9%
35361,1.6%
35362,0.6%
35363,1.1%
35364,2.2%
35365,-2.8%
35366,6.1%
35367,17.3%
35368,22%
35369,4.2%
35370,2.4%
35371,2.45%
35372,15%
35373,2.2%
35374,-2.8%
35375,2.2%
35376,50%
35377,10%
35378,30%
35379,60%
35380,95%
35381,45.3%
35382,15%
35383,0.1%
35384,0.6%
35385,0.1%
35386,0.6%
35387,0.1%
35388,0.6%
35389,0.05%
35390,0.15%
35391,0.3%
35392,0.4%
35393,-0.2%
35394,-0.1%
35395,1.8%
35396,2.5%
35397,0.9%
35398,0.95%
35399,0.0%
35400,0.3%
35401,0.4%
35402,0.2%
35403,0.9%
35404,1.6%
35405,1.7%
35406,1.8%
35407,1.7%
35408,0.6%
35409,1.1%
35410,1.4%
35411,0.9%
35412,1.6%
35413,1.7%
35414,1.9%
35415,1.8%
35416,0.6%
35417,1.1%
35418,1.4%
35419,0.05%
35420,0.3%
35421,-0.2%
35422,0.15%
35423,0.4%
35424,-0.1%
35425,23%
35426,19.3%
35427,7.2%
35428,4.22%
35429,24%
35430,45%
35431,-1.1%
35432,-.29%
35433,0.05%
35434,0.3%
35435,-0.2%
35436,0.15%
35437,0.4%
35438,-0.1%
35439,0.05%
35440,0.30%
35441,0.05%
35442,0.3%
35443,-0.2%
35444,0.15%
35445,0.4%
35446,-0.1%
35447,0.05%
35448,0.30%
35449,0.5%
35450,1.6%
35451,2.2%
35452,2.5%
35453,3.1%
35454,0.33%
35455,0.3%
35456,0.3%
35457,0.2%
35458,0.2%
35459,0.3%
35460,0.6%
35461,0.2%
35462,0.3%
35463,0.08%
35464,06%
35465,17%
35466,16%
35467,45%
35468,50%
35469,23.5%
35470,30.5%
35471,20%
35472,50%
35473,50%
35474,20%
35475,16.3%
35476,22.6%
35477,7.3%
35478,50%
35479,6.1%
35480,6.1%
35481,6.2%
35482,2.1%
35483,0.2%
35484,62.8%
35485,62.9%
35486,62.8%
35487,26%
35488,19%
35489,10%
35490,34%
35491,10%
35492,10%
35493,10%
35494,10%
35495,10%
35496,4.7%
35497,5.2%
35498,30%
35499,19%
35500,30%
35501,17%
35502,75%
35503,1.5%
35504,25-1%
35505,0.2%
35506,90%
35507,2.47%
35508,2.40%
35509,6.1%
35510,6.2%
35511,62.8%
35512,62.9%
35513,6.1%
35514,6.2%
35515,2.1%
35516,0.2%
35517,62.8%
35518,62.9%
35519,12%
35520,12.2%
35521,12%
35522,12.2%
35523,6.1%
35524,6.2%
35525,0.2%
35526,0.2%
35527,0.66%
35528,0.3%
35529,25%
35530,80%
35531,70%
35532,0.83%
35533,0.05%
35534,0.23%
35535,55%
35536,45%
35537,17.3%
35538,22%
35539,10%
35540,51%
35541,-49%
35542,0.4%
35543,0.1%
35544,0.3%
35545,-0.4%
35546,2.5%
35547,50%
35548,10%
35549,30%
35550,60%
35551,95%
35552,45.3%
35553,3.6%
35554,1.4%
35555,7.8%
35556,1.6%
35557,1.5%
35558,8.7%
35559,5.6%
35560,10.8%
35561,15.7%
35562,9.3%
35563,10%
35564,11%
35565,53%
35566,65%
35567,80%
35568,80%
35569,10%
35570,68%
35571,36%
35572,0.5%
35573,0.5%
35574,0.5%
35575,0.5%
35576,1.13%
35577,1.1%
35578,63%
35579,23%
35580,65%
35581,40%
35582,53%
35583,51%
35584,37%
35585,51%
35586,10%
35587,59.78%
35588,57.84%
35589,72.79%
35590,70%
35591,30%
35592,5.4%
35593,26%
35594,35%
35595,25%
35596,40%
35597,8.5%
35598,10%
35599,60%
35600,0.9%
35601,0.3%
35602,0.1%
35603,0.2%
35604,0.2%
35605,9.4%
35606,9.0%
35607,2.4%
35608,3.0%
35609,7.1%
35610,4.7%
35611,0.6%
35612,7.7%
35613,22.4%
35614,84.8%
35615,11%
35616,60%
35617,12.8%
35618,12.7%
35619,31%
35620,3.2%
35621,7.5%
35622,10%
35623,14%
35624,22.4%
35625,20.6%
35626,8.4%
35627,19%
35628,13.7%
35629,43%
35630,48%
35631,37%
35632,1.3%
35633,0.6%
35634,32%
35635,40%
35636,6.6%
35637,75%
35638,09082014%
35639,5.0%
35640,1.5%
35641,15%
35642,15%
35643,0.4%
35644,2.1%
35645,2.8%
35646,4.5%
35647,2.2%
35648,2.2%
35649,1.5%
35650,11%
35651,4.5%
35652,60%
35653,20%
35654,20%
35655,0.8%
35656,30%
35657,6.8%
35658,1.2%
35659,58%
35660,27%
35661,8.4%
35662,10%
35663,11%
35664,14%
35665,20%
35666,25%
35667,3.7%
35668,3.7%
35669,32%
35670,2.8%
35671,14.5%
35672,3.2%
35673,3.5%
35674,0.5%
35675,0.2%
35676,37%
35677,0.1%
35678,0.1%
35679,0.5%
35680,0.2%
35681,0.2%
35682,6.1%
35683,6.4%
35684,6.3%
35685,6.4%
35686,0.7%
35687,0.3%
35688,0.4%
35689,0.4%
35690,1.9%
35691,0.3%
35692,60%
35693,90%
35694,25%
35695,24%
35696,35%
35697,65%
35698,16%
35699,44%
35700,60%
35701,18.6%
35702,17.5%
35703,54%
35704,800%
35705,20%
35706,5.7%
35707,0.1%
35708,0.5%
35709,0.2%
35710,12%
35711,14%
35712,4.5%
35713,30%
35714,10%
35715,15%
35716,68.2%
35717,+30%
35718,+30%
35719,53%
35720,47%
35721,30%
35722,10%
35723,08%
35724,50%
35725,98%
35726,-0.4%
35727,60%
35728,63%
35729,2.4%
35730,60%
35731,10%
35732,20%
35733,10%
35734,5.9%
35735,70%
35736,30%
35737,-0.2%
35738,100%
35739,200%
35740,2.5%
35741,11.7%
35742,13%
35743,0.6%
35744,0.38%
35745,7.2%
35746,0.2%
35747,0.5%
35748,2.0%
35749,0.2%
35750,0.1%
35751,0.2%
35752,1.9%
35753,83%
35754,17%
35755,50%
35756,52%
35757,48%
35758,51%
35759,49%
35760,52%
35761,46%
35762,0.2%
35763,1.3%
35764,32%
35765,3.3%
35766,4.7%
35767,4.2%
35768,4.5%
35769,13%
35770,32%
35771,4.7%
35772,4.7%
35773,0.5%
35774,4.2%
35775,3.7%
35776,3.3%
35777,10.6%
35778,10.6%
35779,3.1%
35780,14%
35781,0.8%
35782,1.4%
35783,1.9%
35784,3.7%
35785,-2%
35786,3.3%
35787,2.8%
35788,-0.8%
35789,4.2%
35790,9.9%
35791,0.5%
35792,5.6%
35793,13%
35794,18%
35795,20%
35796,33%
35797,14%
35798,50%
35799,13.85%
35800,27.7%
35801,1.2%
35802,0.4%
35803,0.3%
35804,0.7%
35805,0.1%
35806,1.3%
35807,2.0%
35808,2.3%
35809,2.2%
35810,-1.2%
35811,-2.2%
35812,6.4%
35813,0.8%
35814,1.9%
35815,1.2%
35816,5-1.5%
35817,254%
35818,880%
35819,100%
35820,50%
35821,10%
35822,-20%
35823,2.4%
35824,40%
35825,-50%
35826,70%
35827,50%
35828,56%
35829,17%
35830,400%
35831,8.8%
35832,84%
35833,0.6%
35834,0.6%
35835,0.3%
35836,+0.5%
35837,5.0%
35838,4.2%
35839,1.5%
35840,30%
35841,17%
35842,40%
35843,40%
35844,-20%
35845,8.8%
35846,8.8%
35847,90%
35848,80%
35849,8.8%
35850,100%
35851,4.7%
35852,3.1%
35853,3.3%
35854,0.6%
35855,6.7%
35856,30%
35857,10%
35858,20-25%
35859,0.6%
35860,0.3%
35861,0.3%
35862,0.1%
35863,0.3%
35864,0.5%
35865,0.1%
35866,0.6%
35867,0.3%
35868,+0.5%
35869,5.0%
35870,4.2%
35871,56%
35872,64.8%
35873,52%
35874,51%
35875,10%
35876,5.5%
35877,0.4%
35878,0.2%
35879,0.2%
35880,0.3%
35881,8.7%
35882,3.8%
35883,1.0%
35884,0.7%
35885,0.6%
35886,0.5%
35887,400%
35888,5.7%
35889,54%
35890,46%
35891,52%
35892,48%
35893,90%
35894,99%
35895,19%
35896,26%
35897,50%
35898,19%
35899,26%
35900,25%
35901,2.61%
35902,6.1%
35903,1.6%
35904,1.5%
35905,5.9%
35906,10%
35907,20%
35908,60%
35909,90%
35910,71%
35911,-20%
35912,6.8%
35913,4.7%
35914,4.7%
35915,0.5%
35916,4.2%
35917,3.7%
35918,3.3%
35919,10.6%
35920,10.6%
35921,3.1%
35922,25%
35923,25%
35924,31%
35925,14%
35926,0.2%
35927,0.1%
35928,7.1%
35929,18%
35930,40%
35931,50%
35932,16.3%
35933,22.6%
35934,74.4%
35935,4.7%
35936,0.1%
35937,0.3%
35938,78.8%
35939,79.1%
35940,4.5%
35941,1.2%
35942,6.5%
35943,8.5%
35944,100%
35945,27%
35946,23%
35947,36%
35948,10-18%
35949,20%
35950,60%
35951,3.5%
35952,11%
35953,10.5%
35954,21%
35955,6.5%
35956,39%
35957,53%
35958,53%
35959,0.1%
35960,78.8%
35961,79.1%
35962,0.3%
35963,79.3%
35964,79.2%
35965,0.7%
35966,1.6%
35967,6.9%
35968,8.8%
35969,9.0%
35970,11.9%
35971,12.1%
35972,12.2%
35973,16.5%
35974,16.9%
35975,17.0%
35976,11%
35977,10.5%
35978,0.9%
35979,0.2%
35980,0.2%
35981,0.3%
35982,54%
35983,19%
35984,26%
35985,50%
35986,13%
35987,0.3%
35988,79.3%
35989,79.2%
35990,13%
35991,60%
35992,3.5%
35993,3.2%
35994,4-5%
35995,-0.25%
35996,0.2%
35997,1.9%
35998,6.1%
35999,1.75%
36000,1.30%
36001,2-2.8%
36002,42%
36003,31%
36004,40%
36005,30%
36006,0.75%
36007,0.72%
36008,52%
36009,48%
36010,45%
36011,49%
36012,45%
36013,55%
36014,18%
36015,-4%
36016,32%
36017,24%
36018,57%
36019,8.3%
36020,4.4%
36021,0.1%
36022,1.8%
36023,1.5%
36024,1.5%
36025,53%
36026,47%
36027,49%
36028,51%
36029,97%
36030,70%
36031,0.5%
36032,1.5%
36033,2.5%
36034,75%
36035,-0.25%
36036,61%
36037,44%
36038,33%
36039,76%
36040,100%
36041,40%
36042,4.8%
36043,1.5%
36044,14%
36045,1.8%
36046,70%
36047,250%
36048,600%
36049,-10%
36050,40%
36051,40%
36052,32.6%
36053,25.4%
36054,2.5%
36055,22%
36056,26%
36057,7.5%
36058,3.5%
36059,25%
36060,31%
36061,14%
36062,1.6%
36063,0.1%
36064,0.1%
36065,1.8%
36066,0.3%
36067,0.3%
36068,0.1%
36069,0.2%
36070,1.7%
36071,1.6%
36072,35%
36073,20%
36074,2.6%
36075,0.6%
36076,1.8%
36077,0.6%
36078,0.5%
36079,0.4%
36080,0.9%
36081,31%
36082,0.1%
36083,1.8%
36084,53%
36085,47%
36086,49%
36087,51%
36088,0.2%
36089,160%
36090,100%
36091,140%
36092,56%
36093,64.8%
